"","dataid","clusterid","block","svy","storewat","freechl","latseal","latfeces","humfeces","hwsw","hwss","hwsws","lnsp","rlnsp","hwcat"
"369","29704","297",3,0,1,NA,1,1,1,1,0,0,NA,NA,1
"370","29705","297",3,2,1,0,0,1,1,1,0,0,0.875,1,1
"371","29705","297",3,0,1,NA,0,1,1,1,0,0,NA,NA,1
"372","29705","297",3,1,1,0,NA,NA,1,NA,NA,NA,0.7333333,0.7142857,NA
"373","29706","297",3,1,1,0,NA,NA,0,NA,NA,NA,1,1,NA
"374","29706","297",3,0,1,NA,0,1,1,1,0,0,NA,NA,1
"375","29706","297",3,2,1,0,0,1,1,1,0,0,0.875,1,1
"376","29707","297",3,0,1,NA,0,0,1,0,0,0,NA,NA,0
"377","29707","297",3,1,1,0,0,0,1,1,0,0,1.033333,1,1
"378","29707","297",3,2,1,0,0,0,1,0,0,0,0.9090909,1,0
"379","29708","297",3,1,1,0,0,1,1,1,0,0,1.033333,1,1
"380","29708","297",3,0,0,NA,0,1,1,1,0,0,NA,NA,1
"381","29708","297",3,2,1,0,0,1,1,1,0,0,0.96875,1,1
"382","29801","298",3,2,1,1,1,1,1,1,1,1,NA,NA,2
"383","29801","298",3,0,0,NA,0,0,1,0,0,0,NA,NA,0
"384","29801","298",3,1,1,1,1,0,0,1,1,1,NA,NA,2
"385","29802","298",3,2,1,1,1,1,1,1,1,1,NA,NA,2
"386","29802","298",3,0,1,NA,0,0,1,0,0,0,NA,NA,0
"387","29802","298",3,1,1,1,1,1,1,1,1,1,NA,NA,2
"388","29803","298",3,1,1,1,1,1,1,1,1,1,NA,NA,2
"389","29803","298",3,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"390","29803","298",3,2,1,1,1,1,1,1,1,1,NA,NA,2
"391","29804","298",3,2,1,1,1,1,1,1,1,1,NA,NA,2
"392","29804","298",3,0,1,NA,NA,0,1,1,0,0,NA,NA,1
"393","29804","298",3,1,1,1,1,1,1,1,1,1,NA,NA,2
"394","29805","298",3,2,1,1,1,1,1,1,1,1,NA,NA,2
"395","29805","298",3,0,1,NA,NA,0,1,1,0,0,NA,NA,1
"396","29805","298",3,1,1,1,1,1,1,1,1,1,NA,NA,2
"397","29806","298",3,1,1,0,1,1,1,1,1,1,NA,NA,2
"398","29806","298",3,2,1,1,1,1,1,1,1,1,NA,NA,2
"399","29806","298",3,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"400","29807","298",3,1,1,1,1,1,1,1,0,0,NA,NA,1
"401","29807","298",3,2,1,1,1,1,1,1,1,1,NA,NA,2
"402","29807","298",3,0,0,NA,1,0,1,1,0,0,NA,NA,1
"403","29808","298",3,0,1,NA,0,0,1,1,0,0,NA,NA,1
"404","29808","298",3,2,1,1,1,1,1,1,1,1,NA,NA,2
"405","29808","298",3,1,1,1,1,1,1,1,1,1,NA,NA,2
"406","29901","299",3,1,0,0,1,1,1,1,0,0,NA,NA,1
"407","29901","299",3,0,0,NA,1,0,1,1,1,1,NA,NA,2
"408","29901","299",3,2,0,0,0,0,1,1,0,0,NA,NA,1
"409","29902","299",3,0,0,NA,0,0,1,1,0,0,NA,NA,1
"410","29903","299",3,2,0,0,0,1,1,1,0,0,NA,NA,1
"411","29903","299",3,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA
"412","29903","299",3,0,0,NA,1,0,1,1,0,0,NA,NA,1
"413","29904","299",3,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"414","29904","299",3,1,0,0,NA,NA,0,1,1,1,NA,NA,2
"415","29905","299",3,1,1,0,0,0,1,1,0,0,NA,NA,1
"416","29905","299",3,2,0,0,0,0,1,1,1,1,NA,NA,2
"417","29905","299",3,0,0,NA,0,0,1,1,0,0,NA,NA,1
"418","29906","299",3,0,1,NA,NA,0,1,1,0,0,NA,NA,1
"419","29906","299",3,2,0,0,0,1,1,1,1,1,NA,NA,2
"420","29906","299",3,1,0,0,0,0,1,1,0,0,NA,NA,1
"421","29907","299",3,0,0,NA,1,1,1,1,0,0,NA,NA,1
"422","29907","299",3,1,0,0,1,1,1,1,0,0,NA,NA,1
"423","29907","299",3,2,0,0,1,1,1,1,0,0,NA,NA,1
"424","30001","300",3,2,1,1,1,1,1,1,1,1,1.05,1,2
"425","30001","300",3,1,1,1,1,1,1,1,1,1,1.035714,1,2
"426","30001","300",3,0,1,NA,0,0,1,1,1,1,NA,NA,2
"427","30002","300",3,0,0,NA,0,1,1,1,0,0,NA,NA,1
"428","30002","300",3,2,1,1,1,1,1,1,1,1,0.5,0.4285714,2
"429","30002","300",3,1,1,1,1,1,1,1,1,1,0.6785714,0.5,2
"430","30003","300",3,0,0,NA,0,1,1,1,0,0,NA,NA,1
"431","30003","300",3,2,1,1,1,0,1,1,1,1,1.05,0.5714286,2
"432","30003","300",3,1,1,1,1,1,1,1,1,1,1.071429,1,2
"433","30004","300",3,1,1,0,1,1,1,1,1,1,0.3333333,0.1428571,2
"434","30004","300",3,2,1,0,1,0,1,1,1,1,NA,NA,2
"435","30004","300",3,0,0,NA,0,1,1,1,0,0,NA,NA,1
"436","30005","300",3,2,1,0,1,1,1,1,1,1,0.9090909,1,2
"437","30005","300",3,0,1,NA,1,1,1,1,1,1,NA,NA,2
"438","30005","300",3,1,1,0,1,0,1,1,1,1,1.05,1,2
"439","30006","300",3,2,1,0,1,1,1,1,1,1,1,1,2
"440","30006","300",3,0,0,NA,1,1,1,1,0,0,NA,NA,1
"441","30006","300",3,1,1,1,0,0,1,1,1,1,NA,NA,2
"442","30007","300",3,1,1,1,1,1,1,1,0,0,0.75,1,1
"443","30007","300",3,0,0,NA,0,0,1,1,1,1,NA,NA,2
"444","30007","300",3,2,1,0,1,1,1,1,1,1,0.9333333,1,2
"445","30008","300",3,1,1,1,1,1,1,1,1,1,1,1,2
"446","30008","300",3,2,1,1,1,1,1,1,1,1,0.75,1,2
"447","30008","300",3,0,0,NA,0,1,1,1,1,1,NA,NA,2
"448","30101","301",3,2,1,1,0,0,1,1,1,1,NA,NA,2
"449","30101","301",3,1,1,1,1,1,1,1,1,1,NA,NA,2
"450","30101","301",3,0,0,NA,1,1,1,NA,NA,NA,NA,NA,NA
"451","30102","301",3,0,1,NA,0,1,1,1,0,0,NA,NA,1
"452","30102","301",3,2,1,0,1,0,1,1,0,0,NA,NA,1
"453","30102","301",3,1,1,1,1,1,1,1,0,0,NA,NA,1
"454","30103","301",3,1,1,1,0,0,1,1,1,1,NA,NA,2
"455","30103","301",3,2,1,1,NA,1,1,1,1,1,NA,NA,2
"456","30103","301",3,0,1,NA,0,0,1,1,0,0,NA,NA,1
"457","30104","301",3,0,1,NA,1,1,1,1,1,1,NA,NA,2
"458","30104","301",3,2,1,1,1,1,1,1,1,1,NA,NA,2
"459","30104","301",3,1,1,1,1,1,1,1,1,1,NA,NA,2
"460","30105","301",3,0,1,NA,0,0,1,1,0,0,NA,NA,1
"461","30105","301",3,2,1,1,0,0,1,1,0,0,NA,NA,1
"462","30105","301",3,1,1,1,0,0,1,1,0,0,NA,NA,1
"463","30106","301",3,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA
"464","30106","301",3,2,1,1,0,1,1,1,0,0,NA,NA,1
"465","30106","301",3,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA
"466","30107","301",3,1,1,1,NA,NA,1,1,1,1,NA,NA,2
"467","30107","301",3,0,1,NA,0,1,1,1,1,1,NA,NA,2
"468","30107","301",3,2,1,1,1,1,1,1,1,1,NA,NA,2
"469","30201","302",3,1,0,0,1,0,1,1,0,0,NA,NA,1
"470","30201","302",3,0,0,NA,1,1,1,1,0,0,NA,NA,1
"471","30201","302",3,2,1,0,0,1,1,1,0,0,NA,NA,1
"472","30202","302",3,2,0,0,0,1,1,1,0,0,NA,NA,1
"473","30202","302",3,1,0,0,1,1,1,1,0,0,NA,NA,1
"474","30202","302",3,0,0,NA,1,1,1,1,0,0,NA,NA,1
"475","30203","302",3,0,0,NA,1,1,1,1,1,1,NA,NA,2
"476","30204","302",3,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA
"477","30204","302",3,2,1,0,0,0,1,1,0,0,NA,NA,1
"478","30204","302",3,0,1,NA,NA,1,1,1,0,0,NA,NA,1
"479","30205","302",3,1,0,0,0,1,1,1,0,0,NA,NA,1
"480","30205","302",3,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"481","30205","302",3,2,1,0,1,1,1,0,0,0,NA,NA,0
"482","30206","302",3,2,0,0,1,1,1,1,1,1,NA,NA,2
"483","30206","302",3,0,0,NA,1,0,1,1,0,0,NA,NA,1
"484","30206","302",3,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA
"485","30207","302",3,2,0,0,1,0,1,1,0,0,NA,NA,1
"486","30207","302",3,1,0,0,0,1,1,1,0,0,NA,NA,1
"487","30207","302",3,0,0,NA,1,0,1,1,0,0,NA,NA,1
"488","30208","302",3,1,0,0,0,1,1,1,0,0,NA,NA,1
"489","30208","302",3,2,0,0,0,1,1,0,0,0,NA,NA,0
"490","30208","302",3,0,0,NA,1,0,1,1,0,0,NA,NA,1
"491","30301","303",3,1,1,0,1,1,1,1,0,0,NA,NA,1
"492","30301","303",3,0,1,NA,0,0,1,0,0,0,NA,NA,0
"493","30301","303",3,2,1,0,1,1,1,1,1,1,NA,NA,2
"494","30302","303",3,1,0,0,1,1,1,1,1,1,NA,NA,2
"495","30302","303",3,2,0,0,1,1,1,1,0,0,NA,NA,1
"496","30302","303",3,0,0,NA,0,0,1,NA,NA,NA,NA,NA,NA
"497","30303","303",3,1,0,0,1,1,1,1,1,1,NA,NA,2
"498","30303","303",3,0,0,NA,0,0,1,1,0,0,NA,NA,1
"499","30303","303",3,2,0,0,1,1,1,1,0,0,NA,NA,1
"500","30304","303",3,1,0,0,1,1,1,1,1,1,NA,NA,2
"501","30304","303",3,2,0,0,1,1,1,1,0,0,NA,NA,1
"502","30304","303",3,0,0,NA,0,1,1,1,0,0,NA,NA,1
"503","30305","303",3,0,1,NA,0,0,1,1,0,0,NA,NA,1
"504","30306","303",3,2,1,0,1,1,1,0,0,0,NA,NA,0
"505","30306","303",3,0,1,NA,0,1,1,1,0,0,NA,NA,1
"506","30307","303",3,0,1,NA,0,0,1,1,0,0,NA,NA,1
"507","30308","303",3,2,0,0,1,1,1,1,1,1,NA,NA,2
"508","30308","303",3,0,0,NA,1,1,1,1,0,0,NA,NA,1
"509","30401","304",4,1,1,1,1,0,1,1,1,1,NA,NA,2
"510","30401","304",4,2,1,1,1,0,1,1,1,1,NA,NA,2
"511","30401","304",4,0,0,NA,1,1,1,1,1,1,NA,NA,2
"512","30402","304",4,2,1,0,1,1,1,1,0,0,NA,NA,1
"513","30402","304",4,0,0,NA,NA,0,1,1,0,0,NA,NA,1
"514","30402","304",4,1,1,1,1,1,1,1,1,1,NA,NA,2
"515","30403","304",4,1,1,1,1,1,1,1,1,1,NA,NA,2
"516","30403","304",4,2,1,0,1,1,1,1,1,1,NA,NA,2
"517","30403","304",4,0,0,NA,1,0,1,1,0,0,NA,NA,1
"518","30404","304",4,0,0,NA,0,0,1,1,0,0,NA,NA,1
"519","30404","304",4,1,1,1,1,1,1,1,1,1,NA,NA,2
"520","30404","304",4,2,1,1,1,0,1,1,1,1,NA,NA,2
"521","30405","304",4,2,1,0,1,1,1,1,1,1,NA,NA,2
"522","30405","304",4,0,1,NA,1,1,1,1,1,1,NA,NA,2
"523","30405","304",4,1,1,0,1,1,1,1,1,1,NA,NA,2
"524","30406","304",4,2,1,1,1,0,1,1,1,1,NA,NA,2
"525","30406","304",4,1,1,1,0,1,1,1,1,1,NA,NA,2
"526","30406","304",4,0,0,NA,0,0,1,1,0,0,NA,NA,1
"527","30407","304",4,0,0,NA,1,0,1,1,0,0,NA,NA,1
"528","30407","304",4,1,1,1,1,1,1,1,1,1,NA,NA,2
"529","30408","304",4,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA
"530","30408","304",4,1,1,1,1,1,1,1,1,1,NA,NA,2
"531","30408","304",4,2,1,1,1,1,1,1,1,1,NA,NA,2
"532","30501","305",4,1,1,1,1,0,1,1,1,1,NA,NA,2
"533","30501","305",4,0,0,NA,1,1,0,1,1,1,NA,NA,2
"534","30502","305",4,1,1,0,1,0,1,1,1,1,NA,NA,2
"535","30502","305",4,0,0,NA,0,1,1,1,0,0,NA,NA,1
"536","30502","305",4,2,1,1,1,1,1,1,0,0,NA,NA,1
"537","30503","305",4,0,0,NA,0,0,1,1,0,0,NA,NA,1
"538","30504","305",4,2,0,0,1,1,1,1,1,1,NA,NA,2
"539","30504","305",4,0,1,NA,1,1,1,1,0,0,NA,NA,1
"540","30505","305",4,1,1,0,0,0,0,1,1,1,NA,NA,2
"541","30505","305",4,2,1,0,0,1,1,1,1,1,NA,NA,2
"542","30505","305",4,0,0,NA,0,1,1,1,0,0,NA,NA,1
"543","30506","305",4,0,1,NA,0,0,1,1,0,0,NA,NA,1
"544","30506","305",4,2,1,1,0,0,1,1,0,0,NA,NA,1
"545","30506","305",4,1,1,1,0,1,1,1,0,0,NA,NA,1
"546","30507","305",4,0,0,NA,1,1,1,1,0,0,NA,NA,1
"547","30507","305",4,1,1,1,0,1,1,1,1,1,NA,NA,2
"548","30507","305",4,2,1,1,0,0,1,1,0,0,NA,NA,1
"549","30508","305",4,2,1,1,0,1,1,0,0,0,NA,NA,0
"550","30508","305",4,0,1,NA,0,1,1,1,1,1,NA,NA,2
"551","30508","305",4,1,1,1,0,1,1,1,0,0,NA,NA,1
"552","30601","306",4,0,0,NA,0,1,1,1,1,1,NA,NA,2
"553","30601","306",4,2,0,0,0,1,1,1,0,0,NA,NA,1
"554","30601","306",4,1,0,0,1,1,1,1,1,1,NA,NA,2
"555","30602","306",4,0,1,NA,1,1,1,1,1,1,NA,NA,2
"556","30602","306",4,2,0,0,1,0,1,1,1,1,NA,NA,2
"557","30602","306",4,1,0,0,1,1,1,1,1,1,NA,NA,2
"558","30603","306",4,0,1,NA,1,1,1,1,0,0,NA,NA,1
"559","30604","306",4,1,0,0,0,1,1,1,0,0,NA,NA,1
"560","30604","306",4,0,0,NA,0,1,1,1,0,0,NA,NA,1
"561","30604","306",4,2,0,0,0,0,1,1,0,0,NA,NA,1
"562","30605","306",4,2,1,0,0,1,1,1,0,0,NA,NA,1
"563","30605","306",4,0,0,NA,0,0,1,1,0,0,NA,NA,1
"564","30605","306",4,1,0,0,0,1,0,1,0,0,NA,NA,1
"565","30606","306",4,2,0,0,0,1,1,1,1,1,NA,NA,2
"566","30606","306",4,0,0,NA,0,0,1,1,1,1,NA,NA,2
"567","30606","306",4,1,0,0,0,0,1,1,1,1,NA,NA,2
"568","30607","306",4,2,0,0,1,1,1,1,1,1,NA,NA,2
"569","30607","306",4,0,0,NA,1,1,1,1,1,1,NA,NA,2
"570","30607","306",4,1,0,0,1,1,1,1,0,0,NA,NA,1
"571","30608","306",4,1,0,0,1,1,1,1,1,1,NA,NA,2
"572","30608","306",4,0,0,NA,0,1,1,1,1,1,NA,NA,2
"573","30608","306",4,2,0,0,1,1,1,1,1,1,NA,NA,2
"574","30701","307",4,1,1,1,1,1,1,1,1,1,1.076923,1,2
"575","30701","307",4,0,0,NA,0,1,1,1,0,0,NA,NA,1
"576","30701","307",4,2,0,0,1,0,1,1,0,0,1.166667,1,1
"577","30702","307",4,1,1,0,1,1,1,1,1,1,1.041667,1,2
"578","30702","307",4,2,1,1,1,1,1,1,1,1,1.166667,1,2
"579","30702","307",4,0,0,NA,0,1,1,1,0,0,NA,NA,1
"580","30703","307",4,0,0,NA,0,1,1,1,0,0,NA,NA,1
"581","30703","307",4,2,1,1,1,1,1,1,1,1,1.166667,1,2
"582","30703","307",4,1,1,0,1,1,1,1,1,1,1.038462,1,2
"583","30704","307",4,0,0,NA,0,0,1,1,0,0,NA,NA,1
"584","30704","307",4,2,1,1,1,1,1,1,1,1,0.7222222,0.5714286,2
"585","30704","307",4,1,1,0,1,0,1,1,1,1,1.5,0.8571429,2
"586","30705","307",4,0,0,NA,0,0,1,1,0,0,NA,NA,1
"587","30706","307",4,0,0,NA,1,0,1,1,0,0,NA,NA,1
"588","30707","307",4,0,0,NA,0,1,1,1,0,0,NA,NA,1
"589","30707","307",4,2,1,1,1,0,1,1,1,1,1.166667,1,2
"590","30707","307",4,1,1,1,1,1,1,1,1,1,1,1,2
"591","30708","307",4,0,0,NA,0,0,1,1,0,0,NA,NA,1
"592","30708","307",4,1,1,1,1,1,1,1,1,1,1.076923,1,2
"593","30708","307",4,2,1,1,1,1,1,1,1,1,1.111111,1,2
"594","30801","308",4,2,0,0,0,1,1,1,0,0,0.8888889,1,1
"595","30801","308",4,0,1,NA,0,1,1,0,0,0,NA,NA,0
"596","30801","308",4,1,0,0,0,0,1,0,0,0,0.9166666,1,0
"597","30802","308",4,2,0,0,0,0,1,1,0,0,0.8571429,1,1
"598","30802","308",4,0,0,NA,0,0,1,1,1,1,NA,NA,2
"599","30802","308",4,1,0,0,0,0,1,1,0,0,1,1,1
"600","30803","308",4,0,0,NA,0,0,1,1,0,0,NA,NA,1
"601","30804","308",4,1,1,0,0,0,1,1,0,0,0.75,0.1428571,1
"602","30804","308",4,2,0,0,0,0,1,1,0,0,1,1,1
"603","30804","308",4,0,0,NA,1,1,1,1,0,0,NA,NA,1
"604","30805","308",4,1,0,0,1,1,1,1,0,0,1.576923,1,1
"605","30805","308",4,0,0,NA,1,0,1,1,0,0,NA,NA,1
"606","30805","308",4,2,0,0,0,1,1,1,0,0,1.357143,1,1
"607","30806","308",4,0,0,NA,0,1,1,1,0,0,NA,NA,1
"608","30807","308",4,2,0,0,NA,NA,0,1,1,1,0.8888889,1,2
"609","30807","308",4,0,0,NA,NA,NA,1,1,1,1,NA,NA,2
"610","30807","308",4,1,0,0,NA,NA,1,1,1,1,1,1,2
"611","30901","309",4,0,1,NA,0,1,0,NA,NA,NA,NA,NA,NA
"612","30901","309",4,2,0,0,0,1,1,1,1,1,NA,NA,2
"613","30901","309",4,1,1,0,0,0,1,1,1,1,NA,NA,2
"614","30902","309",4,0,0,NA,0,0,1,1,0,0,NA,NA,1
"615","30902","309",4,2,0,0,0,0,1,1,1,1,NA,NA,2
"616","30902","309",4,1,0,0,1,0,1,1,1,1,NA,NA,2
"617","30903","309",4,2,0,0,1,1,1,1,1,1,NA,NA,2
"618","30903","309",4,0,0,NA,0,1,1,1,0,0,NA,NA,1
"619","30903","309",4,1,0,0,0,1,1,1,1,1,NA,NA,2
"620","30904","309",4,0,0,NA,1,1,1,1,1,1,NA,NA,2
"621","30904","309",4,2,0,0,1,0,1,1,1,1,NA,NA,2
"622","30904","309",4,1,0,0,1,1,1,1,1,1,NA,NA,2
"623","30905","309",4,0,1,NA,0,0,1,1,0,0,NA,NA,1
"624","30905","309",4,1,0,0,1,0,0,1,1,1,NA,NA,2
"625","30905","309",4,2,1,0,1,1,1,1,1,1,NA,NA,2
"626","30906","309",4,1,0,0,1,0,1,0,1,0,NA,NA,1
"627","30906","309",4,0,1,NA,NA,0,1,1,0,0,NA,NA,1
"628","30906","309",4,2,0,0,1,1,1,1,1,1,NA,NA,2
"629","30907","309",4,2,0,0,0,1,1,1,1,1,NA,NA,2
"630","30907","309",4,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"631","30907","309",4,1,0,0,0,1,1,1,1,1,NA,NA,2
"632","30908","309",4,2,1,0,1,0,1,1,1,1,NA,NA,2
"633","30908","309",4,0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA
"634","30908","309",4,1,1,0,0,1,1,1,1,1,NA,NA,2
"635","31001","310",4,1,0,0,1,1,1,1,1,1,NA,NA,2
"636","31001","310",4,2,1,0,1,1,1,1,1,1,NA,NA,2
"637","31001","310",4,0,0,NA,1,1,0,1,1,1,NA,NA,2
"638","31002","310",4,0,1,NA,1,1,1,1,1,1,NA,NA,2
"639","31002","310",4,1,0,0,1,1,1,1,1,1,NA,NA,2
"640","31002","310",4,2,0,0,1,1,1,1,1,1,NA,NA,2
"641","31003","310",4,2,0,0,1,1,1,1,1,1,NA,NA,2
"642","31003","310",4,0,0,NA,1,1,1,1,0,0,NA,NA,1
"643","31003","310",4,1,0,0,1,1,1,1,0,0,NA,NA,1
"644","31004","310",4,0,0,NA,1,1,1,1,1,1,NA,NA,2
"645","31005","310",4,0,0,NA,0,0,1,1,0,0,NA,NA,1
"646","31005","310",4,2,0,0,1,1,1,1,0,0,NA,NA,1
"647","31005","310",4,1,0,0,1,1,0,1,0,0,NA,NA,1
"648","31006","310",4,2,0,0,1,1,1,1,0,0,NA,NA,1
"649","31006","310",4,0,0,NA,1,1,1,1,1,1,NA,NA,2
"650","31007","310",4,2,0,0,1,1,1,1,1,1,NA,NA,2
"651","31007","310",4,1,1,0,1,1,1,1,1,1,NA,NA,2
"652","31007","310",4,0,0,NA,1,1,1,1,1,1,NA,NA,2
"653","31008","310",4,2,1,0,1,1,1,1,1,1,NA,NA,2
"654","31008","310",4,1,0,0,1,1,1,1,1,1,NA,NA,2
"655","31008","310",4,0,0,NA,0,1,1,1,0,0,NA,NA,1
"656","31101","311",4,2,0,0,0,1,1,1,1,1,NA,NA,2
"657","31101","311",4,0,0,NA,0,0,1,1,1,1,NA,NA,2
"658","31101","311",4,1,0,0,1,1,1,1,1,1,NA,NA,2
"659","31102","311",4,0,1,NA,NA,1,1,1,0,0,NA,NA,1
"660","31102","311",4,1,0,0,1,1,1,1,0,0,NA,NA,1
"661","31102","311",4,2,0,0,0,1,1,1,0,0,NA,NA,1
"662","31103","311",4,0,0,NA,1,1,1,1,1,1,NA,NA,2
"663","31103","311",4,2,0,0,0,1,1,1,1,1,NA,NA,2
"664","31104","311",4,0,0,NA,1,0,1,1,0,0,NA,NA,1
"665","31104","311",4,1,0,0,0,1,1,1,0,0,NA,NA,1
"666","31105","311",4,0,0,NA,1,1,1,1,0,0,NA,NA,1
"667","31105","311",4,2,0,0,1,1,1,1,0,0,NA,NA,1
"668","31105","311",4,1,0,0,1,1,1,1,0,0,NA,NA,1
"669","31106","311",4,2,0,0,1,1,1,1,0,0,NA,NA,1
"670","31106","311",4,0,1,NA,1,1,1,1,0,0,NA,NA,1
"671","31106","311",4,1,0,0,1,1,1,1,1,1,NA,NA,2
"672","31107","311",4,0,0,NA,1,1,1,1,1,1,NA,NA,2
"673","31107","311",4,1,0,0,1,1,1,1,1,1,NA,NA,2
"674","31107","311",4,2,0,0,0,1,1,1,1,1,NA,NA,2
"675","31108","311",4,0,0,NA,0,0,1,1,0,0,NA,NA,1
"676","31201","312",5,2,1,0,0,0,1,1,0,0,NA,NA,1
"677","31201","312",5,0,1,NA,NA,1,1,1,0,0,NA,NA,1
"678","31202","312",5,2,0,0,0,0,1,1,0,0,0.6428571,0.5714286,1
"679","31202","312",5,0,0,NA,0,1,1,1,0,0,NA,NA,1
"680","31202","312",5,1,0,0,1,1,1,1,0,0,1.208333,1,1
"681","31203","312",5,0,1,NA,1,0,1,1,0,0,NA,NA,1
"682","31203","312",5,1,1,0,0,0,1,NA,NA,NA,0.9545454,1,NA
"683","31203","312",5,2,0,0,0,0,1,1,0,0,1.115385,1,1
"684","31204","312",5,0,0,NA,1,1,1,1,0,0,NA,NA,1
"685","31204","312",5,2,1,0,0,1,1,1,1,1,0.875,1,2
"686","31204","312",5,1,0,0,0,0,1,1,0,0,1,1,1
"687","31205","312",5,2,0,0,0,0,1,1,0,0,1,1,1
"688","31205","312",5,0,0,NA,1,1,1,1,0,0,NA,NA,1
"689","31205","312",5,1,0,0,1,1,1,1,0,0,1.041667,1,1
"690","31206","312",5,0,0,NA,1,1,1,1,0,0,NA,NA,1
"691","31206","312",5,2,0,0,NA,NA,1,1,1,1,1.625,1,2
"692","31206","312",5,1,0,0,0,0,1,1,1,1,1.045455,1,2
"693","31207","312",5,2,1,0,0,0,1,1,0,0,1,1,1
"694","31207","312",5,0,0,NA,0,1,0,1,0,0,NA,NA,1
"695","31207","312",5,1,0,0,0,0,1,1,0,0,0.9090909,1,1
"696","31208","312",5,2,1,0,0,1,1,1,0,0,1.071429,1,1
"697","31208","312",5,1,0,0,0,0,1,1,0,0,NA,NA,1
"698","31208","312",5,0,0,NA,0,1,1,1,0,0,NA,NA,1
"699","31301","313",5,1,1,1,1,1,1,1,1,1,1.045455,1,2
"700","31301","313",5,0,0,NA,0,0,1,1,0,0,NA,NA,1
"701","31301","313",5,2,1,1,1,1,1,1,1,1,1.192308,1,2
"702","31302","313",5,1,0,0,0,0,1,1,0,0,2.5,2,1
"703","31302","313",5,0,0,NA,0,0,1,1,0,0,NA,NA,1
"704","31302","313",5,2,0,0,0,1,1,1,0,0,NA,1.5,1
"705","31303","313",5,2,1,1,1,1,1,1,1,1,0.7857143,0.8571429,2
"706","31303","313",5,1,1,1,1,1,1,1,1,1,0.825,1,2
"707","31303","313",5,0,0,NA,0,0,1,1,0,0,NA,NA,1
"708","31304","313",5,0,0,NA,0,0,1,1,0,0,NA,NA,1
"709","31305","313",5,1,1,1,1,1,1,1,1,1,0.9090909,1,2
"710","31305","313",5,2,1,1,1,1,1,1,1,1,1.214286,1,2
"711","31305","313",5,0,0,NA,1,1,1,1,0,0,NA,NA,1
"712","31306","313",5,0,0,NA,0,1,1,1,0,0,NA,NA,1
"713","31306","313",5,2,1,0,1,1,1,1,1,1,0.8571429,0.8571429,2
"714","31306","313",5,1,1,1,1,1,1,1,1,1,1.045455,1,2
"715","31307","313",5,0,1,NA,0,1,1,1,1,1,NA,NA,2
"716","31307","313",5,1,1,1,0,1,1,1,1,1,1.045455,1,2
"717","31307","313",5,2,1,1,1,1,1,1,1,1,NA,NA,2
"718","31308","313",5,0,0,NA,0,1,1,1,1,1,NA,NA,2
"719","31308","313",5,1,1,1,1,1,1,1,1,1,0.9545454,1,2
"720","31308","313",5,2,1,1,1,1,1,1,1,1,1.142857,1,2
"721","31401","314",5,1,0,0,1,1,1,1,1,1,NA,NA,2
"722","31401","314",5,2,0,0,1,1,1,1,0,0,NA,NA,1
"723","31401","314",5,0,0,NA,0,0,1,1,1,1,NA,NA,2
"724","31402","314",5,0,1,NA,1,1,1,1,0,0,NA,NA,1
"725","31402","314",5,1,0,0,1,1,1,1,0,0,NA,NA,1
"726","31402","314",5,2,0,0,0,1,1,1,0,0,NA,NA,1
"727","31403","314",5,0,0,NA,1,1,1,1,0,0,NA,NA,1
"728","31403","314",5,1,1,0,1,1,1,1,0,0,NA,NA,1
"729","31403","314",5,2,0,0,1,1,1,1,0,0,NA,NA,1
"730","31404","314",5,0,0,NA,0,0,1,1,0,0,NA,NA,1
"731","31404","314",5,1,0,0,1,1,1,1,0,0,NA,NA,1
"732","31404","314",5,2,0,0,1,1,1,1,0,0,NA,NA,1
"733","31405","314",5,0,0,NA,0,1,1,1,0,0,NA,NA,1
"734","31406","314",5,2,1,0,1,1,1,1,0,0,NA,NA,1
"735","31406","314",5,1,1,0,1,1,1,1,1,1,NA,NA,2
"736","31406","314",5,0,0,NA,0,1,1,1,0,0,NA,NA,1
"737","31407","314",5,1,0,0,1,1,1,1,1,1,NA,NA,2
"738","31407","314",5,0,0,NA,0,1,1,1,0,0,NA,NA,1
"739","31407","314",5,2,0,0,1,1,1,1,0,0,NA,NA,1
"740","31408","314",5,0,0,NA,0,1,1,1,0,0,NA,NA,1
"741","31408","314",5,1,0,0,0,1,1,1,0,0,NA,NA,1
"742","31408","314",5,2,1,0,1,1,1,1,0,0,NA,NA,1
"743","31501","315",5,2,1,0,0,0,1,0,0,0,NA,NA,0
"744","31501","315",5,0,0,NA,1,1,1,1,0,0,NA,NA,1
"745","31501","315",5,1,1,0,1,0,1,1,0,0,NA,NA,1
"746","31502","315",5,0,0,NA,0,1,0,1,1,1,NA,NA,2
